"category","month","year","date","count"
"Poe Park Visitor Center","Apr",2019,Apr 2019,4
"Poe Park Visitor Center","May",2013,May 2013,25
"Poe Park Visitor Center","May",2014,May 2014,25
"Poe Park Visitor Center","May",2015,May 2015,9
"Poe Park Visitor Center","May",2016,May 2016,19
"Poe Park Visitor Center","May",2017,May 2017,60
"Poe Park Visitor Center","May",2018,May 2018,27
"Poe Park Visitor Center","May",2019,May 2019,4
"Poe Park Visitor Center","Jun",2013,Jun 2013,43
"Poe Park Visitor Center","Jun",2014,Jun 2014,15
"Poe Park Visitor Center","Jun",2015,Jun 2015,12
"Poe Park Visitor Center","Jun",2016,Jun 2016,24
"Poe Park Visitor Center","Jun",2017,Jun 2017,42
"Poe Park Visitor Center","Jun",2018,Jun 2018,60
"Poe Park Visitor Center","Jun",2019,Jun 2019,5
"Poe Park Visitor Center","Jul",2013,Jul 2013,61
"Poe Park Visitor Center","Jul",2014,Jul 2014,23
"Poe Park Visitor Center","Jul",2015,Jul 2015,10
"Poe Park Visitor Center","Jul",2016,Jul 2016,25
"Poe Park Visitor Center","Jul",2017,Jul 2017,55
"Poe Park Visitor Center","Jul",2018,Jul 2018,28
"Poe Park Visitor Center","Jul",2019,Jul 2019,4
"Poe Park Visitor Center","Aug",2013,Aug 2013,50
"Poe Park Visitor Center","Aug",2014,Aug 2014,17
"Poe Park Visitor Center","Aug",2015,Aug 2015,10
"Poe Park Visitor Center","Aug",2016,Aug 2016,22
"Poe Park Visitor Center","Aug",2017,Aug 2017,52
"Poe Park Visitor Center","Aug",2018,Aug 2018,39
"Poe Park Visitor Center","Aug",2019,Aug 2019,5
"Poe Park Visitor Center","Sep",2013,Sep 2013,62
"Poe Park Visitor Center","Sep",2014,Sep 2014,11
"Poe Park Visitor Center","Sep",2015,Sep 2015,20
"Poe Park Visitor Center","Sep",2016,Sep 2016,45
"Poe Park Visitor Center","Sep",2017,Sep 2017,57
"Poe Park Visitor Center","Sep",2018,Sep 2018,41
"Poe Park Visitor Center","Sep",2019,Sep 2019,4
"Poe Park Visitor Center","Oct",2013,Oct 2013,58
"Poe Park Visitor Center","Oct",2014,Oct 2014,11
"Poe Park Visitor Center","Oct",2015,Oct 2015,19
"Poe Park Visitor Center","Oct",2016,Oct 2016,37
"Poe Park Visitor Center","Oct",2017,Oct 2017,77
"Poe Park Visitor Center","Oct",2018,Oct 2018,79
"Poe Park Visitor Center","Oct",2019,Oct 2019,4
"Poe Park Visitor Center","Nov",2013,Nov 2013,37
"Poe Park Visitor Center","Nov",2014,Nov 2014,13
"Poe Park Visitor Center","Nov",2015,Nov 2015,16
"Poe Park Visitor Center","Nov",2016,Nov 2016,22
"Poe Park Visitor Center","Nov",2017,Nov 2017,62
"Poe Park Visitor Center","Nov",2018,Nov 2018,46
"Poe Park Visitor Center","Nov",2019,Nov 2019,5
"Poe Park Visitor Center","Dec",2013,Dec 2013,21
"Poe Park Visitor Center","Dec",2014,Dec 2014,17
"Poe Park Visitor Center","Dec",2015,Dec 2015,44
"Poe Park Visitor Center","Dec",2016,Dec 2016,38
"Poe Park Visitor Center","Dec",2017,Dec 2017,52
"Poe Park Visitor Center","Dec",2018,Dec 2018,48
"Poe Park Visitor Center","Dec",2019,Dec 2019,4
"Poe Park Visitor Center",NA,NA,NA,1492
"Pumpkin Fest","Oct",2014,Oct 2014,2
"Pumpkin Fest","Oct",2015,Oct 2015,2
"Pumpkin Fest","Oct",2017,Oct 2017,3
"Pumpkin Fest",NA,NA,NA,23
"Recreation Center Open House","Feb",2018,Feb 2018,104
"Reforestation Stewardship","Jan",2013,Jan 2013,3
"Reforestation Stewardship","Feb",2013,Feb 2013,2
"Reforestation Stewardship","Feb",2014,Feb 2014,2
"Reforestation Stewardship","Mar",2013,Mar 2013,1
"Reforestation Stewardship","Mar",2014,Mar 2014,2
"Reforestation Stewardship","Mar",2015,Mar 2015,1
"Reforestation Stewardship","May",2013,May 2013,2
"Reforestation Stewardship","May",2014,May 2014,5
"Reforestation Stewardship","Jun",2014,Jun 2014,6
"Reforestation Stewardship","Jul",2013,Jul 2013,3
"Reforestation Stewardship","Jul",2014,Jul 2014,4
"Reforestation Stewardship","Jul",2015,Jul 2015,1
"Reforestation Stewardship","Aug",2013,Aug 2013,1
"Reforestation Stewardship","Aug",2014,Aug 2014,5
"Reforestation Stewardship","Aug",2016,Aug 2016,1
"Reforestation Stewardship","Sep",2013,Sep 2013,6
"Reforestation Stewardship","Sep",2014,Sep 2014,4
"Reforestation Stewardship","Oct",2013,Oct 2013,1
"Reforestation Stewardship","Oct",2014,Oct 2014,5
"Reforestation Stewardship","Oct",2016,Oct 2016,1
"Reforestation Stewardship","Nov",2013,Nov 2013,1
"Reforestation Stewardship","Nov",2014,Nov 2014,1
"Reforestation Stewardship","Dec",2013,Dec 2013,5
"Reforestation Stewardship","Dec",2017,Dec 2017,1
"Reforestation Stewardship",NA,NA,NA,14
"Rockaway Beach","May",2018,May 2018,2
"Rockaway Beach","Jun",2018,Jun 2018,20
"Rockaway Beach","Jul",2018,Jul 2018,42
"Rockaway Beach","Aug",2018,Aug 2018,56
"Rockaway Beach","Sep",2018,Sep 2018,3
"Rockaway Beach",NA,NA,NA,2
"Running","Jan",2015,Jan 2015,3
"Running","Jan",2016,Jan 2016,1
"Running","Jan",2017,Jan 2017,46
"Running","Jan",2018,Jan 2018,39
"Running","Feb",2017,Feb 2017,46
"Running","Feb",2018,Feb 2018,48
"Running","Mar",2017,Mar 2017,47
"Running","Mar",2018,Mar 2018,55
"Running","Apr",2016,Apr 2016,24
"Running","Apr",2017,Apr 2017,61
"Running","Apr",2018,Apr 2018,2
"Running","May",2015,May 2015,21
"Running","May",2016,May 2016,35
"Running","May",2017,May 2017,56
"Running","May",2018,May 2018,2
"Running","Jun",2014,Jun 2014,6
"Running","Jun",2015,Jun 2015,25
"Running","Jun",2016,Jun 2016,41
"Running","Jun",2017,Jun 2017,54
"Running","Jun",2018,Jun 2018,5
"Running","Jul",2015,Jul 2015,23
"Running","Jul",2016,Jul 2016,70
"Running","Jul",2017,Jul 2017,67
"Running","Jul",2018,Jul 2018,4
"Running","Aug",2015,Aug 2015,22
"Running","Aug",2016,Aug 2016,71
"Running","Aug",2017,Aug 2017,60
"Running","Aug",2018,Aug 2018,6
"Running","Sep",2014,Sep 2014,3
"Running","Sep",2015,Sep 2015,23
"Running","Sep",2016,Sep 2016,47
"Running","Sep",2017,Sep 2017,60
"Running","Sep",2018,Sep 2018,4
"Running","Oct",2014,Oct 2014,7
"Running","Oct",2015,Oct 2015,28
"Running","Oct",2016,Oct 2016,51
"Running","Oct",2017,Oct 2017,70
"Running","Oct",2018,Oct 2018,7
"Running","Nov",2014,Nov 2014,12
"Running","Nov",2015,Nov 2015,14
"Running","Nov",2016,Nov 2016,43
"Running","Nov",2017,Nov 2017,59
"Running","Nov",2018,Nov 2018,1
"Running","Dec",2014,Dec 2014,7
"Running","Dec",2016,Dec 2016,46
"Running","Dec",2017,Dec 2017,67
"Running",NA,NA,NA,150
"Saint Patrick's Day","Mar",2013,Mar 2013,3
"Saint Patrick's Day","Mar",2015,Mar 2015,5
"Saint Patrick's Day","Mar",2016,Mar 2016,1
"Saint Patrick's Day","Mar",2017,Mar 2017,2
"Saint Patrick's Day","Mar",2018,Mar 2018,10
"Santa's Coming to Town","Nov",2015,Nov 2015,1
"Santa's Coming to Town","Nov",2016,Nov 2016,1
"Santa's Coming to Town","Nov",2017,Nov 2017,2
"Santa's Coming to Town","Nov",2018,Nov 2018,2
"Santa's Coming to Town","Dec",2014,Dec 2014,24
"Santa's Coming to Town","Dec",2015,Dec 2015,35
"Santa's Coming to Town","Dec",2016,Dec 2016,8
"Santa's Coming to Town","Dec",2017,Dec 2017,8
"Santa's Coming to Town","Dec",2018,Dec 2018,4
"Santa's Coming to Town",NA,NA,NA,6
"School Break","Feb",2015,Feb 2015,62
"School Break","Feb",2016,Feb 2016,54
"School Break","Feb",2017,Feb 2017,56
"School Break","Feb",2018,Feb 2018,49
"School Break","Mar",2013,Mar 2013,18
"School Break","Mar",2016,Mar 2016,4
"School Break","Mar",2018,Mar 2018,8
"School Break","Apr",2013,Apr 2013,1
"School Break","Apr",2015,Apr 2015,62
"School Break","Apr",2016,Apr 2016,76
"School Break","Apr",2017,Apr 2017,46
"School Break","Apr",2018,Apr 2018,64
"School Break","May",2015,May 2015,1
"School Break","May",2016,May 2016,3
"School Break","May",2018,May 2018,1
"School Break","Jun",2017,Jun 2017,1
"School Break","Dec",2014,Dec 2014,1
"School Break","Dec",2016,Dec 2016,1
"School Break",NA,NA,NA,4
"Seniors","Jan",2013,Jan 2013,1
"Seniors","Jan",2014,Jan 2014,4
"Seniors","Jan",2015,Jan 2015,89
"Seniors","Jan",2016,Jan 2016,72
"Seniors","Jan",2017,Jan 2017,76
"Seniors","Jan",2018,Jan 2018,66
"Seniors","Jan",2019,Jan 2019,12
"Seniors","Feb",2013,Feb 2013,8
"Seniors","Feb",2014,Feb 2014,16
"Seniors","Feb",2015,Feb 2015,71
"Seniors","Feb",2016,Feb 2016,55
"Seniors","Feb",2017,Feb 2017,64
"Seniors","Feb",2018,Feb 2018,166
"Seniors","Feb",2019,Feb 2019,12
"Seniors","Mar",2013,Mar 2013,30
"Seniors","Mar",2014,Mar 2014,48
"Seniors","Mar",2015,Mar 2015,60
"Seniors","Mar",2016,Mar 2016,60
"Seniors","Mar",2017,Mar 2017,112
"Seniors","Mar",2018,Mar 2018,243
"Seniors","Mar",2019,Mar 2019,15
"Seniors","Apr",2013,Apr 2013,20
"Seniors","Apr",2014,Apr 2014,100
"Seniors","Apr",2015,Apr 2015,59
"Seniors","Apr",2016,Apr 2016,108
"Seniors","Apr",2017,Apr 2017,126
"Seniors","Apr",2018,Apr 2018,243
"Seniors","Apr",2019,Apr 2019,12
"Seniors","May",2013,May 2013,81
"Seniors","May",2014,May 2014,276
"Seniors","May",2015,May 2015,115
"Seniors","May",2016,May 2016,185
"Seniors","May",2017,May 2017,133
"Seniors","May",2018,May 2018,105
"Seniors","May",2019,May 2019,13
"Seniors","Jun",2013,Jun 2013,114
"Seniors","Jun",2014,Jun 2014,241
"Seniors","Jun",2015,Jun 2015,121
"Seniors","Jun",2016,Jun 2016,176
"Seniors","Jun",2017,Jun 2017,130
"Seniors","Jun",2018,Jun 2018,143
"Seniors","Jun",2019,Jun 2019,14
"Seniors","Jul",2013,Jul 2013,40
"Seniors","Jul",2014,Jul 2014,143
"Seniors","Jul",2015,Jul 2015,128
"Seniors","Jul",2016,Jul 2016,171
"Seniors","Jul",2017,Jul 2017,125
"Seniors","Jul",2018,Jul 2018,198
"Seniors","Jul",2019,Jul 2019,12
"Seniors","Aug",2013,Aug 2013,48
"Seniors","Aug",2014,Aug 2014,134
"Seniors","Aug",2015,Aug 2015,113
"Seniors","Aug",2016,Aug 2016,181
"Seniors","Aug",2017,Aug 2017,115
"Seniors","Aug",2018,Aug 2018,227
"Seniors","Aug",2019,Aug 2019,1
"Seniors","Sep",2013,Sep 2013,98
"Seniors","Sep",2014,Sep 2014,126
"Seniors","Sep",2015,Sep 2015,175
"Seniors","Sep",2016,Sep 2016,218
"Seniors","Sep",2017,Sep 2017,110
"Seniors","Sep",2018,Sep 2018,284
"Seniors","Oct",2013,Oct 2013,211
"Seniors","Oct",2014,Oct 2014,113
"Seniors","Oct",2015,Oct 2015,333
"Seniors","Oct",2016,Oct 2016,248
"Seniors","Oct",2017,Oct 2017,118
"Seniors","Oct",2018,Oct 2018,378
"Seniors","Nov",2013,Nov 2013,27
"Seniors","Nov",2014,Nov 2014,58
"Seniors","Nov",2015,Nov 2015,113
"Seniors","Nov",2016,Nov 2016,99
"Seniors","Nov",2017,Nov 2017,92
"Seniors","Nov",2018,Nov 2018,172
"Seniors","Dec",2013,Dec 2013,8
"Seniors","Dec",2014,Dec 2014,84
"Seniors","Dec",2015,Dec 2015,103
"Seniors","Dec",2016,Dec 2016,97
"Seniors","Dec",2017,Dec 2017,57
"Seniors","Dec",2018,Dec 2018,106
"Seniors",NA,NA,NA,3111
"Shakespeare in the Parks","Apr",2015,Apr 2015,5
"Shakespeare in the Parks","Apr",2016,Apr 2016,3
"Shakespeare in the Parks","Apr",2017,Apr 2017,1
"Shakespeare in the Parks","Apr",2018,Apr 2018,4
"Shakespeare in the Parks","May",2014,May 2014,11
"Shakespeare in the Parks","May",2015,May 2015,18
"Shakespeare in the Parks","May",2016,May 2016,1
"Shakespeare in the Parks","May",2018,May 2018,5
"Shakespeare in the Parks","Jun",2014,Jun 2014,46
"Shakespeare in the Parks","Jun",2015,Jun 2015,58
"Shakespeare in the Parks","Jun",2016,Jun 2016,18
"Shakespeare in the Parks","Jun",2017,Jun 2017,17
"Shakespeare in the Parks","Jun",2018,Jun 2018,6
"Shakespeare in the Parks","Jul",2014,Jul 2014,26
"Shakespeare in the Parks","Jul",2015,Jul 2015,75
"Shakespeare in the Parks","Jul",2016,Jul 2016,30
"Shakespeare in the Parks","Jul",2017,Jul 2017,7
"Shakespeare in the Parks","Jul",2018,Jul 2018,4
"Shakespeare in the Parks","Aug",2014,Aug 2014,41
"Shakespeare in the Parks","Aug",2015,Aug 2015,49
"Shakespeare in the Parks","Aug",2016,Aug 2016,16
"Shakespeare in the Parks","Aug",2017,Aug 2017,13
"Shakespeare in the Parks","Aug",2018,Aug 2018,18
"Shakespeare in the Parks","Sep",2014,Sep 2014,5
"Shakespeare in the Parks","Sep",2015,Sep 2015,16
"Shakespeare in the Parks","Sep",2016,Sep 2016,12
"Shakespeare in the Parks","Sep",2018,Sep 2018,4
"Shakespeare in the Parks","Oct",2015,Oct 2015,4
"Shakespeare in the Parks","Oct",2018,Oct 2018,1
"Shakespeare in the Parks",NA,NA,NA,1
"Shape Up New York","Jan",2014,Jan 2014,22
"Shape Up New York","Jan",2015,Jan 2015,4
"Shape Up New York","Jan",2016,Jan 2016,4
"Shape Up New York","Jan",2017,Jan 2017,5
"Shape Up New York","Jan",2018,Jan 2018,6
"Shape Up New York","Jan",2019,Jan 2019,4
"Shape Up New York","Feb",2014,Feb 2014,66
"Shape Up New York","Feb",2015,Feb 2015,4
"Shape Up New York","Feb",2016,Feb 2016,4
"Shape Up New York","Feb",2017,Feb 2017,1
"Shape Up New York","Feb",2018,Feb 2018,9
"Shape Up New York","Feb",2019,Feb 2019,4
"Shape Up New York","Mar",2014,Mar 2014,65
"Shape Up New York","Mar",2015,Mar 2015,4
"Shape Up New York","Mar",2018,Mar 2018,10
"Shape Up New York","Mar",2019,Mar 2019,5
"Shape Up New York","Apr",2013,Apr 2013,7
"Shape Up New York","Apr",2014,Apr 2014,69
"Shape Up New York","Apr",2015,Apr 2015,2
"Shape Up New York","Apr",2018,Apr 2018,8
"Shape Up New York","Apr",2019,Apr 2019,4
"Shape Up New York","May",2013,May 2013,17
"Shape Up New York","May",2014,May 2014,68
"Shape Up New York","May",2015,May 2015,1
"Shape Up New York","May",2016,May 2016,5
"Shape Up New York","May",2017,May 2017,7
"Shape Up New York","May",2018,May 2018,11
"Shape Up New York","May",2019,May 2019,4
"Shape Up New York","Jun",2013,Jun 2013,19
"Shape Up New York","Jun",2014,Jun 2014,51
"Shape Up New York","Jun",2015,Jun 2015,6
"Shape Up New York","Jun",2016,Jun 2016,15
"Shape Up New York","Jun",2017,Jun 2017,6
"Shape Up New York","Jun",2018,Jun 2018,21
"Shape Up New York","Jun",2019,Jun 2019,5
"Shape Up New York","Jul",2013,Jul 2013,26
"Shape Up New York","Jul",2014,Jul 2014,6
"Shape Up New York","Jul",2015,Jul 2015,7
"Shape Up New York","Jul",2016,Jul 2016,20
"Shape Up New York","Jul",2017,Jul 2017,9
"Shape Up New York","Jul",2018,Jul 2018,12
"Shape Up New York","Jul",2019,Jul 2019,4
"Shape Up New York","Aug",2013,Aug 2013,16
"Shape Up New York","Aug",2014,Aug 2014,9
"Shape Up New York","Aug",2015,Aug 2015,9
"Shape Up New York","Aug",2016,Aug 2016,19
"Shape Up New York","Aug",2017,Aug 2017,7
"Shape Up New York","Aug",2018,Aug 2018,12
"Shape Up New York","Aug",2019,Aug 2019,5
"Shape Up New York","Sep",2014,Sep 2014,6
"Shape Up New York","Sep",2015,Sep 2015,8
"Shape Up New York","Sep",2016,Sep 2016,13
"Shape Up New York","Sep",2017,Sep 2017,5
"Shape Up New York","Sep",2018,Sep 2018,17
"Shape Up New York","Sep",2019,Sep 2019,4
"Shape Up New York","Oct",2013,Oct 2013,5
"Shape Up New York","Oct",2014,Oct 2014,19
"Shape Up New York","Oct",2016,Oct 2016,8
"Shape Up New York","Oct",2018,Oct 2018,8
"Shape Up New York","Oct",2019,Oct 2019,4
"Shape Up New York","Nov",2013,Nov 2013,13
"Shape Up New York","Nov",2014,Nov 2014,12
"Shape Up New York","Nov",2016,Nov 2016,2
"Shape Up New York","Nov",2018,Nov 2018,8
"Shape Up New York","Nov",2019,Nov 2019,5
"Shape Up New York","Dec",2013,Dec 2013,13
"Shape Up New York","Dec",2014,Dec 2014,5
"Shape Up New York","Dec",2018,Dec 2018,10
"Shape Up New York","Dec",2019,Dec 2019,4
"Shape Up New York",NA,NA,NA,443
"She's On Point","Feb",2017,Feb 2017,5
"She's On Point","Feb",2018,Feb 2018,1
"She's On Point","Mar",2017,Mar 2017,1
"She's On Point","Mar",2018,Mar 2018,6
"She's On Point",NA,NA,NA,2
"Sports","Jan",2013,Jan 2013,5
"Sports","Jan",2014,Jan 2014,31
"Sports","Jan",2015,Jan 2015,29
"Sports","Jan",2016,Jan 2016,22
"Sports","Jan",2017,Jan 2017,14
"Sports","Jan",2018,Jan 2018,34
"Sports","Feb",2013,Feb 2013,6
"Sports","Feb",2014,Feb 2014,30
"Sports","Feb",2015,Feb 2015,24
"Sports","Feb",2016,Feb 2016,43
"Sports","Feb",2017,Feb 2017,35
"Sports","Feb",2018,Feb 2018,106
"Sports","Mar",2013,Mar 2013,7
"Sports","Mar",2014,Mar 2014,35
"Sports","Mar",2015,Mar 2015,21
"Sports","Mar",2016,Mar 2016,26
"Sports","Mar",2017,Mar 2017,32
"Sports","Mar",2018,Mar 2018,148
"Sports","Apr",2013,Apr 2013,25
"Sports","Apr",2014,Apr 2014,88
"Sports","Apr",2015,Apr 2015,69
"Sports","Apr",2016,Apr 2016,41
"Sports","Apr",2017,Apr 2017,66
"Sports","Apr",2018,Apr 2018,138
"Sports","May",2013,May 2013,26
"Sports","May",2014,May 2014,220
"Sports","May",2015,May 2015,138
"Sports","May",2016,May 2016,118
"Sports","May",2017,May 2017,91
"Sports","May",2018,May 2018,99
"Sports","Jun",2013,Jun 2013,33
"Sports","Jun",2014,Jun 2014,178
"Sports","Jun",2015,Jun 2015,132
"Sports","Jun",2016,Jun 2016,184
"Sports","Jun",2017,Jun 2017,149
"Sports","Jun",2018,Jun 2018,126
"Sports","Jul",2013,Jul 2013,39
"Sports","Jul",2014,Jul 2014,145
"Sports","Jul",2015,Jul 2015,327
"Sports","Jul",2016,Jul 2016,274
"Sports","Jul",2017,Jul 2017,204
"Sports","Jul",2018,Jul 2018,207
"Sports","Aug",2013,Aug 2013,50
"Sports","Aug",2014,Aug 2014,178
"Sports","Aug",2015,Aug 2015,342
"Sports","Aug",2016,Aug 2016,398
"Sports","Aug",2017,Aug 2017,216
"Sports","Aug",2018,Aug 2018,219
"Sports","Sep",2013,Sep 2013,24
"Sports","Sep",2014,Sep 2014,101
"Sports","Sep",2015,Sep 2015,101
"Sports","Sep",2016,Sep 2016,241
"Sports","Sep",2017,Sep 2017,80
"Sports","Sep",2018,Sep 2018,267
"Sports","Oct",2013,Oct 2013,59
"Sports","Oct",2014,Oct 2014,134
"Sports","Oct",2015,Oct 2015,68
"Sports","Oct",2016,Oct 2016,87
"Sports","Oct",2017,Oct 2017,68
"Sports","Oct",2018,Oct 2018,273
"Sports","Nov",2013,Nov 2013,6
"Sports","Nov",2014,Nov 2014,60
"Sports","Nov",2015,Nov 2015,43
"Sports","Nov",2016,Nov 2016,59
"Sports","Nov",2017,Nov 2017,49
"Sports","Nov",2018,Nov 2018,39
"Sports","Dec",2013,Dec 2013,1
"Sports","Dec",2014,Dec 2014,23
"Sports","Dec",2015,Dec 2015,22
"Sports","Dec",2016,Dec 2016,45
"Sports","Dec",2017,Dec 2017,31
"Sports","Dec",2018,Dec 2018,24
"Sports",NA,NA,NA,1658
"Summer on the Hudson","May",2013,May 2013,20
"Summer on the Hudson","May",2014,May 2014,25
"Summer on the Hudson","May",2015,May 2015,23
"Summer on the Hudson","May",2016,May 2016,28
"Summer on the Hudson","May",2017,May 2017,46
"Summer on the Hudson","May",2018,May 2018,46
"Summer on the Hudson","Jun",2013,Jun 2013,37
"Summer on the Hudson","Jun",2014,Jun 2014,38
"Summer on the Hudson","Jun",2015,Jun 2015,35
"Summer on the Hudson","Jun",2016,Jun 2016,56
"Summer on the Hudson","Jun",2017,Jun 2017,67
"Summer on the Hudson","Jun",2018,Jun 2018,67
"Summer on the Hudson","Jul",2013,Jul 2013,49
"Summer on the Hudson","Jul",2014,Jul 2014,41
"Summer on the Hudson","Jul",2015,Jul 2015,43
"Summer on the Hudson","Jul",2016,Jul 2016,51
"Summer on the Hudson","Jul",2017,Jul 2017,68
"Summer on the Hudson","Jul",2018,Jul 2018,80
"Summer on the Hudson","Aug",2013,Aug 2013,46
"Summer on the Hudson","Aug",2014,Aug 2014,36
"Summer on the Hudson","Aug",2015,Aug 2015,42
"Summer on the Hudson","Aug",2016,Aug 2016,48
"Summer on the Hudson","Aug",2017,Aug 2017,66
"Summer on the Hudson","Aug",2018,Aug 2018,66
"Summer on the Hudson","Sep",2013,Sep 2013,28
"Summer on the Hudson","Sep",2014,Sep 2014,25
"Summer on the Hudson","Sep",2015,Sep 2015,32
"Summer on the Hudson","Sep",2016,Sep 2016,28
"Summer on the Hudson","Sep",2017,Sep 2017,50
"Summer on the Hudson","Sep",2018,Sep 2018,48
"Summer on the Hudson","Oct",2013,Oct 2013,3
"Summer on the Hudson","Oct",2014,Oct 2014,1
"Summer on the Hudson","Oct",2015,Oct 2015,1
"Summer on the Hudson","Oct",2017,Oct 2017,16
"Summer on the Hudson","Oct",2018,Oct 2018,13
"Summer on the Hudson","Dec",2013,Dec 2013,1
"Summer on the Hudson","Dec",2014,Dec 2014,1
"Summer on the Hudson","Dec",2015,Dec 2015,1
"Summer on the Hudson","Dec",2016,Dec 2016,1
"Summer on the Hudson","Dec",2017,Dec 2017,1
"Summer on the Hudson","Dec",2018,Dec 2018,1
"Summer on the Hudson",NA,NA,NA,385
"Summer Solstice Celebrations","Jun",2018,Jun 2018,27
"Summer Sports Experience","Apr",2015,Apr 2015,19
"Summer Sports Experience","May",2015,May 2015,71
"Summer Sports Experience","May",2016,May 2016,47
"Summer Sports Experience","Jun",2015,Jun 2015,59
"Summer Sports Experience","Jun",2016,Jun 2016,79
"Summer Sports Experience","Jul",2014,Jul 2014,9
"Summer Sports Experience","Jul",2015,Jul 2015,77
"Summer Sports Experience","Jul",2016,Jul 2016,144
"Summer Sports Experience","Jul",2017,Jul 2017,9
"Summer Sports Experience","Jul",2018,Jul 2018,26
"Summer Sports Experience","Aug",2014,Aug 2014,52
"Summer Sports Experience","Aug",2015,Aug 2015,88
"Summer Sports Experience","Aug",2016,Aug 2016,158
"Summer Sports Experience","Aug",2017,Aug 2017,19
"Summer Sports Experience","Aug",2018,Aug 2018,28
"Summer Sports Experience","Sep",2015,Sep 2015,12
"Summer Sports Experience","Sep",2016,Sep 2016,58
"Summer Sports Experience","Sep",2017,Sep 2017,2
"Summer Sports Experience","Sep",2018,Sep 2018,22
"Summer Sports Experience","Oct",2016,Oct 2016,11
"Summer Sports Experience",NA,NA,NA,217
"SummerStage","May",2015,May 2015,1
"SummerStage","Jun",2013,Jun 2013,31
"SummerStage","Jun",2014,Jun 2014,29
"SummerStage","Jul",2013,Jul 2013,78
"SummerStage","Jul",2014,Jul 2014,89
"SummerStage","Jul",2015,Jul 2015,1
"SummerStage","Aug",2013,Aug 2013,84
"SummerStage","Aug",2014,Aug 2014,69
"SummerStage","Aug",2018,Aug 2018,1
"SummerStage","Sep",2017,Sep 2017,2
"SummerStage","Oct",2017,Oct 2017,5
"SummerStage",NA,NA,NA,28
"Talks","Jan",2013,Jan 2013,8
"Talks","Jan",2014,Jan 2014,18
"Talks","Jan",2015,Jan 2015,42
"Talks","Jan",2016,Jan 2016,13
"Talks","Jan",2017,Jan 2017,18
"Talks","Jan",2018,Jan 2018,19
"Talks","Jan",2019,Jan 2019,1
"Talks","Feb",2013,Feb 2013,11
"Talks","Feb",2014,Feb 2014,24
"Talks","Feb",2015,Feb 2015,15
"Talks","Feb",2016,Feb 2016,28
"Talks","Feb",2017,Feb 2017,32
"Talks","Feb",2018,Feb 2018,24
"Talks","Feb",2019,Feb 2019,2
"Talks","Mar",2013,Mar 2013,41
"Talks","Mar",2014,Mar 2014,23
"Talks","Mar",2015,Mar 2015,23
"Talks","Mar",2016,Mar 2016,25
"Talks","Mar",2017,Mar 2017,30
"Talks","Mar",2018,Mar 2018,43
"Talks","Mar",2019,Mar 2019,1
"Talks","Apr",2013,Apr 2013,38
"Talks","Apr",2014,Apr 2014,25
"Talks","Apr",2015,Apr 2015,36
"Talks","Apr",2016,Apr 2016,27
"Talks","Apr",2017,Apr 2017,17
"Talks","Apr",2018,Apr 2018,20
"Talks","May",2013,May 2013,19
"Talks","May",2014,May 2014,32
"Talks","May",2015,May 2015,38
"Talks","May",2016,May 2016,24
"Talks","May",2017,May 2017,40
"Talks","May",2018,May 2018,45
"Talks","Jun",2013,Jun 2013,37
"Talks","Jun",2014,Jun 2014,57
"Talks","Jun",2015,Jun 2015,51
"Talks","Jun",2016,Jun 2016,60
"Talks","Jun",2017,Jun 2017,49
"Talks","Jun",2018,Jun 2018,54
"Talks","Jul",2013,Jul 2013,24
"Talks","Jul",2014,Jul 2014,80
"Talks","Jul",2015,Jul 2015,51
"Talks","Jul",2016,Jul 2016,38
"Talks","Jul",2017,Jul 2017,32
"Talks","Jul",2018,Jul 2018,48
"Talks","Aug",2013,Aug 2013,27
"Talks","Aug",2014,Aug 2014,61
"Talks","Aug",2015,Aug 2015,56
"Talks","Aug",2016,Aug 2016,42
"Talks","Aug",2017,Aug 2017,26
"Talks","Aug",2018,Aug 2018,69
"Talks","Sep",2013,Sep 2013,13
"Talks","Sep",2014,Sep 2014,32
"Talks","Sep",2015,Sep 2015,27
"Talks","Sep",2016,Sep 2016,29
"Talks","Sep",2017,Sep 2017,34
"Talks","Sep",2018,Sep 2018,61
"Talks","Oct",2013,Oct 2013,35
"Talks","Oct",2014,Oct 2014,89
"Talks","Oct",2015,Oct 2015,32
"Talks","Oct",2016,Oct 2016,30
"Talks","Oct",2017,Oct 2017,56
"Talks","Oct",2018,Oct 2018,62
"Talks","Nov",2013,Nov 2013,32
"Talks","Nov",2014,Nov 2014,74
"Talks","Nov",2015,Nov 2015,15
"Talks","Nov",2016,Nov 2016,21
"Talks","Nov",2017,Nov 2017,33
"Talks","Nov",2018,Nov 2018,43
"Talks","Dec",2013,Dec 2013,26
"Talks","Dec",2014,Dec 2014,39
"Talks","Dec",2015,Dec 2015,18
"Talks","Dec",2016,Dec 2016,13
"Talks","Dec",2017,Dec 2017,14
"Talks","Dec",2018,Dec 2018,36
"Talks",NA,NA,NA,269
"Thanksgiving","Oct",2017,Oct 2017,25
"Thanksgiving","Nov",2013,Nov 2013,6
"Thanksgiving","Nov",2014,Nov 2014,7
"Thanksgiving","Nov",2015,Nov 2015,14
"Thanksgiving","Nov",2016,Nov 2016,2
"Thanksgiving","Nov",2017,Nov 2017,29
"Thanksgiving","Nov",2018,Nov 2018,21
"Thanksgiving","Dec",2017,Dec 2017,23
