"category","month","year","date","count"
"Thanksgiving",NA,NA,NA,270
"Theater","Jan",2013,Jan 2013,25
"Theater","Jan",2014,Jan 2014,1
"Theater","Jan",2015,Jan 2015,1
"Theater","Jan",2016,Jan 2016,8
"Theater","Jan",2017,Jan 2017,2
"Theater","Jan",2018,Jan 2018,1
"Theater","Jan",2019,Jan 2019,47
"Theater","Feb",2014,Feb 2014,2
"Theater","Feb",2015,Feb 2015,1
"Theater","Feb",2016,Feb 2016,7
"Theater","Feb",2017,Feb 2017,1
"Theater","Feb",2018,Feb 2018,1
"Theater","Feb",2019,Feb 2019,45
"Theater","Mar",2016,Mar 2016,3
"Theater","Mar",2017,Mar 2017,1
"Theater","Apr",2013,Apr 2013,1
"Theater","Apr",2015,Apr 2015,5
"Theater","Apr",2016,Apr 2016,16
"Theater","Apr",2017,Apr 2017,6
"Theater","Apr",2018,Apr 2018,6
"Theater","May",2013,May 2013,7
"Theater","May",2014,May 2014,40
"Theater","May",2015,May 2015,18
"Theater","May",2016,May 2016,18
"Theater","May",2017,May 2017,14
"Theater","May",2018,May 2018,11
"Theater","Jun",2013,Jun 2013,51
"Theater","Jun",2014,Jun 2014,73
"Theater","Jun",2015,Jun 2015,69
"Theater","Jun",2016,Jun 2016,33
"Theater","Jun",2017,Jun 2017,58
"Theater","Jun",2018,Jun 2018,43
"Theater","Jul",2013,Jul 2013,66
"Theater","Jul",2014,Jul 2014,98
"Theater","Jul",2015,Jul 2015,122
"Theater","Jul",2016,Jul 2016,49
"Theater","Jul",2017,Jul 2017,97
"Theater","Jul",2018,Jul 2018,92
"Theater","Aug",2013,Aug 2013,65
"Theater","Aug",2014,Aug 2014,99
"Theater","Aug",2015,Aug 2015,69
"Theater","Aug",2016,Aug 2016,46
"Theater","Aug",2017,Aug 2017,85
"Theater","Aug",2018,Aug 2018,55
"Theater","Sep",2013,Sep 2013,9
"Theater","Sep",2014,Sep 2014,15
"Theater","Sep",2015,Sep 2015,23
"Theater","Sep",2016,Sep 2016,23
"Theater","Sep",2017,Sep 2017,23
"Theater","Sep",2018,Sep 2018,13
"Theater","Oct",2013,Oct 2013,10
"Theater","Oct",2014,Oct 2014,8
"Theater","Oct",2015,Oct 2015,21
"Theater","Oct",2016,Oct 2016,10
"Theater","Oct",2017,Oct 2017,66
"Theater","Oct",2018,Oct 2018,20
"Theater","Nov",2013,Nov 2013,6
"Theater","Nov",2014,Nov 2014,3
"Theater","Nov",2015,Nov 2015,9
"Theater","Nov",2016,Nov 2016,6
"Theater","Nov",2017,Nov 2017,9
"Theater","Nov",2018,Nov 2018,31
"Theater","Dec",2013,Dec 2013,16
"Theater","Dec",2014,Dec 2014,1
"Theater","Dec",2015,Dec 2015,2
"Theater","Dec",2016,Dec 2016,23
"Theater","Dec",2017,Dec 2017,1
"Theater","Dec",2018,Dec 2018,46
"Theater",NA,NA,NA,284
"Tours","Jan",2013,Jan 2013,54
"Tours","Jan",2014,Jan 2014,84
"Tours","Jan",2015,Jan 2015,46
"Tours","Jan",2016,Jan 2016,45
"Tours","Jan",2017,Jan 2017,53
"Tours","Jan",2018,Jan 2018,66
"Tours","Jan",2019,Jan 2019,13
"Tours","Feb",2013,Feb 2013,59
"Tours","Feb",2014,Feb 2014,55
"Tours","Feb",2015,Feb 2015,56
"Tours","Feb",2016,Feb 2016,58
"Tours","Feb",2017,Feb 2017,70
"Tours","Feb",2018,Feb 2018,80
"Tours","Feb",2019,Feb 2019,13
"Tours","Mar",2013,Mar 2013,70
"Tours","Mar",2014,Mar 2014,40
"Tours","Mar",2015,Mar 2015,87
"Tours","Mar",2016,Mar 2016,76
"Tours","Mar",2017,Mar 2017,89
"Tours","Mar",2018,Mar 2018,111
"Tours","Mar",2019,Mar 2019,16
"Tours","Apr",2013,Apr 2013,62
"Tours","Apr",2014,Apr 2014,87
"Tours","Apr",2015,Apr 2015,85
"Tours","Apr",2016,Apr 2016,112
"Tours","Apr",2017,Apr 2017,147
"Tours","Apr",2018,Apr 2018,178
"Tours","Apr",2019,Apr 2019,13
"Tours","May",2013,May 2013,74
"Tours","May",2014,May 2014,117
"Tours","May",2015,May 2015,117
"Tours","May",2016,May 2016,148
"Tours","May",2017,May 2017,139
"Tours","May",2018,May 2018,201
"Tours","May",2019,May 2019,14
"Tours","Jun",2013,Jun 2013,80
"Tours","Jun",2014,Jun 2014,103
"Tours","Jun",2015,Jun 2015,102
"Tours","Jun",2016,Jun 2016,157
"Tours","Jun",2017,Jun 2017,155
"Tours","Jun",2018,Jun 2018,197
"Tours","Jun",2019,Jun 2019,15
"Tours","Jul",2013,Jul 2013,144
"Tours","Jul",2014,Jul 2014,84
"Tours","Jul",2015,Jul 2015,127
"Tours","Jul",2016,Jul 2016,119
"Tours","Jul",2017,Jul 2017,153
"Tours","Jul",2018,Jul 2018,210
"Tours","Jul",2019,Jul 2019,13
"Tours","Aug",2013,Aug 2013,145
"Tours","Aug",2014,Aug 2014,104
"Tours","Aug",2015,Aug 2015,110
"Tours","Aug",2016,Aug 2016,139
"Tours","Aug",2017,Aug 2017,155
"Tours","Aug",2018,Aug 2018,221
"Tours","Aug",2019,Aug 2019,2
"Tours","Sep",2013,Sep 2013,92
"Tours","Sep",2014,Sep 2014,98
"Tours","Sep",2015,Sep 2015,119
"Tours","Sep",2016,Sep 2016,144
"Tours","Sep",2017,Sep 2017,175
"Tours","Sep",2018,Sep 2018,236
"Tours","Sep",2019,Sep 2019,1
"Tours","Oct",2013,Oct 2013,183
"Tours","Oct",2014,Oct 2014,106
"Tours","Oct",2015,Oct 2015,136
"Tours","Oct",2016,Oct 2016,160
"Tours","Oct",2017,Oct 2017,218
"Tours","Oct",2018,Oct 2018,279
"Tours","Oct",2019,Oct 2019,1
"Tours","Nov",2013,Nov 2013,113
"Tours","Nov",2014,Nov 2014,84
"Tours","Nov",2015,Nov 2015,95
"Tours","Nov",2016,Nov 2016,104
"Tours","Nov",2017,Nov 2017,124
"Tours","Nov",2018,Nov 2018,171
"Tours","Nov",2019,Nov 2019,1
"Tours","Dec",2013,Dec 2013,100
"Tours","Dec",2014,Dec 2014,57
"Tours","Dec",2015,Dec 2015,49
"Tours","Dec",2016,Dec 2016,53
"Tours","Dec",2017,Dec 2017,87
"Tours","Dec",2018,Dec 2018,134
"Tours","Dec",2019,Dec 2019,1
"Tours",NA,NA,NA,2272
"Urban Park Rangers","Jan",2013,Jan 2013,21
"Urban Park Rangers","Jan",2014,Jan 2014,22
"Urban Park Rangers","Jan",2015,Jan 2015,24
"Urban Park Rangers","Jan",2016,Jan 2016,32
"Urban Park Rangers","Jan",2017,Jan 2017,16
"Urban Park Rangers","Jan",2018,Jan 2018,31
"Urban Park Rangers","Feb",2013,Feb 2013,30
"Urban Park Rangers","Feb",2014,Feb 2014,69
"Urban Park Rangers","Feb",2015,Feb 2015,58
"Urban Park Rangers","Feb",2016,Feb 2016,59
"Urban Park Rangers","Feb",2017,Feb 2017,55
"Urban Park Rangers","Feb",2018,Feb 2018,64
"Urban Park Rangers","Mar",2013,Mar 2013,58
"Urban Park Rangers","Mar",2014,Mar 2014,29
"Urban Park Rangers","Mar",2015,Mar 2015,25
"Urban Park Rangers","Mar",2016,Mar 2016,24
"Urban Park Rangers","Mar",2017,Mar 2017,25
"Urban Park Rangers","Mar",2018,Mar 2018,42
"Urban Park Rangers","Apr",2013,Apr 2013,35
"Urban Park Rangers","Apr",2014,Apr 2014,62
"Urban Park Rangers","Apr",2015,Apr 2015,65
"Urban Park Rangers","Apr",2016,Apr 2016,65
"Urban Park Rangers","Apr",2017,Apr 2017,58
"Urban Park Rangers","Apr",2018,Apr 2018,80
"Urban Park Rangers","May",2013,May 2013,31
"Urban Park Rangers","May",2014,May 2014,30
"Urban Park Rangers","May",2015,May 2015,45
"Urban Park Rangers","May",2016,May 2016,34
"Urban Park Rangers","May",2017,May 2017,36
"Urban Park Rangers","May",2018,May 2018,43
"Urban Park Rangers","Jun",2013,Jun 2013,40
"Urban Park Rangers","Jun",2014,Jun 2014,32
"Urban Park Rangers","Jun",2015,Jun 2015,40
"Urban Park Rangers","Jun",2016,Jun 2016,33
"Urban Park Rangers","Jun",2017,Jun 2017,29
"Urban Park Rangers","Jun",2018,Jun 2018,46
"Urban Park Rangers","Jul",2013,Jul 2013,38
"Urban Park Rangers","Jul",2014,Jul 2014,33
"Urban Park Rangers","Jul",2015,Jul 2015,43
"Urban Park Rangers","Jul",2016,Jul 2016,62
"Urban Park Rangers","Jul",2017,Jul 2017,153
"Urban Park Rangers","Jul",2018,Jul 2018,55
"Urban Park Rangers","Aug",2013,Aug 2013,42
"Urban Park Rangers","Aug",2014,Aug 2014,48
"Urban Park Rangers","Aug",2015,Aug 2015,49
"Urban Park Rangers","Aug",2016,Aug 2016,45
"Urban Park Rangers","Aug",2017,Aug 2017,94
"Urban Park Rangers","Aug",2018,Aug 2018,51
"Urban Park Rangers","Sep",2013,Sep 2013,41
"Urban Park Rangers","Sep",2014,Sep 2014,42
"Urban Park Rangers","Sep",2015,Sep 2015,34
"Urban Park Rangers","Sep",2016,Sep 2016,34
"Urban Park Rangers","Sep",2017,Sep 2017,25
"Urban Park Rangers","Sep",2018,Sep 2018,50
"Urban Park Rangers","Oct",2013,Oct 2013,33
"Urban Park Rangers","Oct",2014,Oct 2014,32
"Urban Park Rangers","Oct",2015,Oct 2015,46
"Urban Park Rangers","Oct",2016,Oct 2016,39
"Urban Park Rangers","Oct",2017,Oct 2017,36
"Urban Park Rangers","Oct",2018,Oct 2018,48
"Urban Park Rangers","Nov",2013,Nov 2013,44
"Urban Park Rangers","Nov",2014,Nov 2014,44
"Urban Park Rangers","Nov",2015,Nov 2015,47
"Urban Park Rangers","Nov",2016,Nov 2016,39
"Urban Park Rangers","Nov",2017,Nov 2017,41
"Urban Park Rangers","Nov",2018,Nov 2018,49
"Urban Park Rangers","Dec",2013,Dec 2013,37
"Urban Park Rangers","Dec",2014,Dec 2014,25
"Urban Park Rangers","Dec",2015,Dec 2015,37
"Urban Park Rangers","Dec",2016,Dec 2016,32
"Urban Park Rangers","Dec",2017,Dec 2017,30
"Urban Park Rangers","Dec",2018,Dec 2018,43
"Urban Park Rangers",NA,NA,NA,213
"Valentine's Day","Feb",2013,Feb 2013,32
"Valentine's Day","Feb",2014,Feb 2014,12
"Valentine's Day","Feb",2015,Feb 2015,13
"Valentine's Day","Feb",2016,Feb 2016,18
"Valentine's Day","Feb",2017,Feb 2017,8
"Valentine's Day","Feb",2018,Feb 2018,18
"Valentine's Day",NA,NA,NA,11
"Veterans Day","Nov",2018,Nov 2018,7
"Veterans Day",NA,NA,NA,1
"Volunteer","Jan",2013,Jan 2013,17
"Volunteer","Jan",2014,Jan 2014,14
"Volunteer","Jan",2015,Jan 2015,14
"Volunteer","Jan",2016,Jan 2016,9
"Volunteer","Jan",2017,Jan 2017,24
"Volunteer","Jan",2018,Jan 2018,21
"Volunteer","Feb",2013,Feb 2013,7
"Volunteer","Feb",2014,Feb 2014,6
"Volunteer","Feb",2015,Feb 2015,1
"Volunteer","Feb",2016,Feb 2016,3
"Volunteer","Feb",2017,Feb 2017,13
"Volunteer","Feb",2018,Feb 2018,25
"Volunteer","Mar",2013,Mar 2013,20
"Volunteer","Mar",2014,Mar 2014,18
"Volunteer","Mar",2015,Mar 2015,8
"Volunteer","Mar",2016,Mar 2016,17
"Volunteer","Mar",2017,Mar 2017,25
"Volunteer","Mar",2018,Mar 2018,52
"Volunteer","Apr",2013,Apr 2013,53
"Volunteer","Apr",2014,Apr 2014,42
"Volunteer","Apr",2015,Apr 2015,33
"Volunteer","Apr",2016,Apr 2016,131
"Volunteer","Apr",2017,Apr 2017,156
"Volunteer","Apr",2018,Apr 2018,104
"Volunteer","May",2013,May 2013,169
"Volunteer","May",2014,May 2014,172
"Volunteer","May",2015,May 2015,215
"Volunteer","May",2016,May 2016,186
"Volunteer","May",2017,May 2017,151
"Volunteer","May",2018,May 2018,160
"Volunteer","Jun",2013,Jun 2013,72
"Volunteer","Jun",2014,Jun 2014,72
"Volunteer","Jun",2015,Jun 2015,91
"Volunteer","Jun",2016,Jun 2016,156
"Volunteer","Jun",2017,Jun 2017,113
"Volunteer","Jun",2018,Jun 2018,119
"Volunteer","Jul",2013,Jul 2013,48
"Volunteer","Jul",2014,Jul 2014,65
"Volunteer","Jul",2015,Jul 2015,149
"Volunteer","Jul",2016,Jul 2016,108
"Volunteer","Jul",2017,Jul 2017,131
"Volunteer","Jul",2018,Jul 2018,80
"Volunteer","Aug",2013,Aug 2013,38
"Volunteer","Aug",2014,Aug 2014,55
"Volunteer","Aug",2015,Aug 2015,176
"Volunteer","Aug",2016,Aug 2016,106
"Volunteer","Aug",2017,Aug 2017,105
"Volunteer","Aug",2018,Aug 2018,93
"Volunteer","Sep",2013,Sep 2013,50
"Volunteer","Sep",2014,Sep 2014,57
"Volunteer","Sep",2015,Sep 2015,122
"Volunteer","Sep",2016,Sep 2016,87
"Volunteer","Sep",2017,Sep 2017,112
"Volunteer","Sep",2018,Sep 2018,97
"Volunteer","Oct",2013,Oct 2013,125
"Volunteer","Oct",2014,Oct 2014,174
"Volunteer","Oct",2015,Oct 2015,228
"Volunteer","Oct",2016,Oct 2016,176
"Volunteer","Oct",2017,Oct 2017,191
"Volunteer","Oct",2018,Oct 2018,169
"Volunteer","Nov",2013,Nov 2013,43
"Volunteer","Nov",2014,Nov 2014,40
"Volunteer","Nov",2015,Nov 2015,46
"Volunteer","Nov",2016,Nov 2016,71
"Volunteer","Nov",2017,Nov 2017,90
"Volunteer","Nov",2018,Nov 2018,66
"Volunteer","Dec",2013,Dec 2013,23
"Volunteer","Dec",2014,Dec 2014,9
"Volunteer","Dec",2015,Dec 2015,23
"Volunteer","Dec",2016,Dec 2016,29
"Volunteer","Dec",2017,Dec 2017,47
"Volunteer","Dec",2018,Dec 2018,9
"Volunteer",NA,NA,NA,2490
"Waterfront","Jan",2013,Jan 2013,8
"Waterfront","Jan",2014,Jan 2014,1
"Waterfront","Jan",2015,Jan 2015,63
"Waterfront","Jan",2016,Jan 2016,2
"Waterfront","Jan",2017,Jan 2017,1
"Waterfront","Jan",2018,Jan 2018,4
"Waterfront","Feb",2013,Feb 2013,5
"Waterfront","Feb",2014,Feb 2014,2
"Waterfront","Feb",2015,Feb 2015,43
"Waterfront","Feb",2016,Feb 2016,3
"Waterfront","Feb",2017,Feb 2017,11
"Waterfront","Feb",2018,Feb 2018,3
"Waterfront","Mar",2013,Mar 2013,8
"Waterfront","Mar",2014,Mar 2014,1
"Waterfront","Mar",2015,Mar 2015,46
"Waterfront","Mar",2016,Mar 2016,2
"Waterfront","Mar",2017,Mar 2017,16
"Waterfront","Apr",2013,Apr 2013,38
"Waterfront","Apr",2014,Apr 2014,16
"Waterfront","Apr",2015,Apr 2015,18
"Waterfront","Apr",2016,Apr 2016,27
"Waterfront","Apr",2017,Apr 2017,38
"Waterfront","Apr",2018,Apr 2018,17
"Waterfront","May",2013,May 2013,83
"Waterfront","May",2014,May 2014,50
"Waterfront","May",2015,May 2015,89
"Waterfront","May",2016,May 2016,101
"Waterfront","May",2017,May 2017,143
"Waterfront","May",2018,May 2018,67
"Waterfront","Jun",2013,Jun 2013,144
"Waterfront","Jun",2014,Jun 2014,90
"Waterfront","Jun",2015,Jun 2015,107
"Waterfront","Jun",2016,Jun 2016,153
"Waterfront","Jun",2017,Jun 2017,208
"Waterfront","Jun",2018,Jun 2018,161
"Waterfront","Jul",2013,Jul 2013,182
"Waterfront","Jul",2014,Jul 2014,111
"Waterfront","Jul",2015,Jul 2015,138
"Waterfront","Jul",2016,Jul 2016,176
"Waterfront","Jul",2017,Jul 2017,247
"Waterfront","Jul",2018,Jul 2018,149
"Waterfront","Aug",2013,Aug 2013,170
"Waterfront","Aug",2014,Aug 2014,129
"Waterfront","Aug",2015,Aug 2015,151
"Waterfront","Aug",2016,Aug 2016,178
"Waterfront","Aug",2017,Aug 2017,219
"Waterfront","Aug",2018,Aug 2018,253
"Waterfront","Sep",2013,Sep 2013,94
"Waterfront","Sep",2014,Sep 2014,87
"Waterfront","Sep",2015,Sep 2015,113
"Waterfront","Sep",2016,Sep 2016,87
"Waterfront","Sep",2017,Sep 2017,115
"Waterfront","Sep",2018,Sep 2018,187
"Waterfront","Oct",2013,Oct 2013,20
"Waterfront","Oct",2014,Oct 2014,85
"Waterfront","Oct",2015,Oct 2015,36
"Waterfront","Oct",2016,Oct 2016,47
"Waterfront","Oct",2017,Oct 2017,73
"Waterfront","Oct",2018,Oct 2018,111
"Waterfront","Nov",2013,Nov 2013,19
"Waterfront","Nov",2014,Nov 2014,70
"Waterfront","Nov",2015,Nov 2015,18
"Waterfront","Nov",2016,Nov 2016,19
"Waterfront","Nov",2017,Nov 2017,13
"Waterfront","Nov",2018,Nov 2018,83
"Waterfront","Dec",2013,Dec 2013,14
"Waterfront","Dec",2014,Dec 2014,65
"Waterfront","Dec",2015,Dec 2015,5
"Waterfront","Dec",2016,Dec 2016,8
"Waterfront","Dec",2017,Dec 2017,11
"Waterfront","Dec",2018,Dec 2018,25
"Waterfront",NA,NA,NA,961
"Wildflower Week","May",2013,May 2013,9
"Wildflower Week","May",2014,May 2014,13
"Wildflower Week","May",2016,May 2016,2
"Wildflower Week","May",2017,May 2017,1
"Wildlife","Jan",2018,Jan 2018,13
"Wildlife","Feb",2018,Feb 2018,34
"Wildlife","Mar",2018,Mar 2018,23
"Wildlife","Apr",2017,Apr 2017,18
"Wildlife","Apr",2018,Apr 2018,59
"Wildlife","May",2017,May 2017,61
"Wildlife","May",2018,May 2018,80
"Wildlife","Jun",2017,Jun 2017,56
"Wildlife","Jun",2018,Jun 2018,65
"Wildlife","Jul",2017,Jul 2017,53
"Wildlife","Jul",2018,Jul 2018,39
"Wildlife","Aug",2017,Aug 2017,47
"Wildlife","Aug",2018,Aug 2018,79
"Wildlife","Sep",2017,Sep 2017,61
"Wildlife","Sep",2018,Sep 2018,85
"Wildlife","Oct",2017,Oct 2017,45
"Wildlife","Oct",2018,Oct 2018,80
"Wildlife","Nov",2017,Nov 2017,19
"Wildlife","Nov",2018,Nov 2018,56
"Wildlife","Dec",2017,Dec 2017,26
"Wildlife","Dec",2018,Dec 2018,16
"Wildlife",NA,NA,NA,361
"Winter Holidays","Jan",2013,Jan 2013,35
"Winter Holidays","Jan",2014,Jan 2014,56
"Winter Holidays","Jan",2015,Jan 2015,30
"Winter Holidays","Jan",2016,Jan 2016,54
"Winter Holidays","Jan",2017,Jan 2017,32
"Winter Holidays","Jan",2018,Jan 2018,47
"Winter Holidays","Jan",2019,Jan 2019,6
"Winter Holidays","Feb",2013,Feb 2013,7
"Winter Holidays","Feb",2014,Feb 2014,22
"Winter Holidays","Feb",2016,Feb 2016,20
"Winter Holidays","Feb",2017,Feb 2017,4
"Winter Holidays","Mar",2017,Mar 2017,4
"Winter Holidays","Oct",2014,Oct 2014,12
"Winter Holidays","Oct",2017,Oct 2017,24
"Winter Holidays","Nov",2013,Nov 2013,38
"Winter Holidays","Nov",2014,Nov 2014,58
"Winter Holidays","Nov",2015,Nov 2015,26
"Winter Holidays","Nov",2016,Nov 2016,3
"Winter Holidays","Nov",2017,Nov 2017,24
"Winter Holidays","Nov",2018,Nov 2018,2
"Winter Holidays","Dec",2013,Dec 2013,253
"Winter Holidays","Dec",2014,Dec 2014,215
"Winter Holidays","Dec",2015,Dec 2015,225
"Winter Holidays","Dec",2016,Dec 2016,141
"Winter Holidays","Dec",2017,Dec 2017,133
"Winter Holidays","Dec",2018,Dec 2018,41
"Winter Holidays",NA,NA,NA,495
"Women's History Month","Jan",2016,Jan 2016,14
"Women's History Month","Jan",2018,Jan 2018,1
"Women's History Month","Feb",2014,Feb 2014,1
"Women's History Month","Feb",2016,Feb 2016,12
"Women's History Month","Feb",2018,Feb 2018,3
"Women's History Month","Mar",2013,Mar 2013,10
"Women's History Month","Mar",2014,Mar 2014,17
"Women's History Month","Mar",2015,Mar 2015,2
"Women's History Month","Mar",2016,Mar 2016,56
"Women's History Month","Mar",2017,Mar 2017,46
"Women's History Month","Mar",2018,Mar 2018,20
"Women's History Month","Apr",2014,Apr 2014,10
"Women's History Month","Apr",2016,Apr 2016,35
"Women's History Month","Apr",2017,Apr 2017,26
"Women's History Month","Apr",2018,Apr 2018,6
"Women's History Month","May",2014,May 2014,1
"Women's History Month","May",2016,May 2016,14
"Women's History Month","May",2017,May 2017,24
"Women's History Month","Jun",2015,Jun 2015,4
"Women's History Month","Jul",2015,Jul 2015,12
"Women's History Month","Aug",2015,Aug 2015,14
"Women's History Month","Sep",2015,Sep 2015,13
"Women's History Month","Oct",2015,Oct 2015,13
"Women's History Month","Nov",2015,Nov 2015,13
"Women's History Month","Dec",2015,Dec 2015,13
"Women's History Month","Dec",2017,Dec 2017,1
"Women's History Month",NA,NA,NA,6
"Workshops","Jan",2019,Jan 2019,2
"Workshops","Feb",2019,Feb 2019,2
"Workshops","Mar",2019,Mar 2019,1
"Workshops","Nov",2018,Nov 2018,4
"Workshops","Dec",2018,Dec 2018,4
"Workshops",NA,NA,NA,6
"Youth Tech Workshops","Aug",2017,Aug 2017,87
"Youth Tech Workshops","Aug",2018,Aug 2018,68
"Youth Tech Workshops",NA,NA,NA,1
NA,"Jan",2014,Jan 2014,1
NA,"Jan",2017,Jan 2017,2
NA,"Jan",2018,Jan 2018,1
NA,"Feb",2013,Feb 2013,1
NA,"Feb",2014,Feb 2014,3
NA,"Feb",2015,Feb 2015,4
NA,"Mar",2016,Mar 2016,1
NA,"Mar",2018,Mar 2018,1
NA,"Apr",2013,Apr 2013,32
NA,"Apr",2014,Apr 2014,2
NA,"Apr",2015,Apr 2015,2
NA,"Apr",2017,Apr 2017,1
NA,"Apr",2018,Apr 2018,2
NA,"May",2013,May 2013,38
NA,"May",2014,May 2014,3
NA,"May",2015,May 2015,3
NA,"May",2016,May 2016,6
NA,"Jun",2013,Jun 2013,30
NA,"Jun",2014,Jun 2014,8
NA,"Jun",2015,Jun 2015,4
NA,"Jun",2016,Jun 2016,8
NA,"Jun",2017,Jun 2017,6
NA,"Jul",2013,Jul 2013,39
NA,"Jul",2014,Jul 2014,11
NA,"Jul",2015,Jul 2015,7
NA,"Jul",2016,Jul 2016,3
NA,"Jul",2017,Jul 2017,9
NA,"Aug",2013,Aug 2013,39
NA,"Aug",2014,Aug 2014,11
NA,"Aug",2015,Aug 2015,3
NA,"Aug",2016,Aug 2016,8
NA,"Aug",2017,Aug 2017,7
NA,"Aug",2018,Aug 2018,1
NA,"Sep",2013,Sep 2013,39
NA,"Sep",2014,Sep 2014,11
NA,"Sep",2015,Sep 2015,2
NA,"Sep",2016,Sep 2016,9
NA,"Sep",2017,Sep 2017,1
NA,"Oct",2013,Oct 2013,2
NA,"Oct",2015,Oct 2015,1
NA,"Oct",2016,Oct 2016,10
NA,"Oct",2017,Oct 2017,3
NA,"Nov",2013,Nov 2013,5
NA,"Nov",2016,Nov 2016,8
NA,"Nov",2017,Nov 2017,5
NA,"Dec",2013,Dec 2013,1
NA,"Dec",2014,Dec 2014,3
NA,"Dec",2016,Dec 2016,13
NA,"Dec",2018,Dec 2018,1
